bill,year,,support_spent,oppose_spent,neutral_spent,support_hhi,oppose_hhi,neutral_hhi
h02065,2011,187,5308.216154,10540.07209,29696.37831,0.659759602,0.202674219,0.431448417
h02068,2011,187,0,31743.76265,1491.071034,,1,0.423420268
h02069,2011,187,32903.02785,0,12054.99686,0.189941979,,0.584133498
h04362,2011,187,41117.46172,0,5351.204965,0.165934989,,0.650104296
s01790,2011,187,7250,27475,0,1,0.528200424,
s01791,2011,187,0,56.07285714,0,,0.777683445,
s01792,2011,187,57.26333333,0,0,0.751302903,,
s01794,2011,187,0,0,144.9275362,,,1
s01795,2011,187,0,0,3243.521918,,,0.527197503
h01992,2011,187,789.9758683,0,0,0.372271644,,
s01798,2011,187,20677.93333,0,56281.94405,0.936218323,,0.955453071
h00277,2011,187,0,6470.071968,2331.428756,,0.131669079,0.37485475
s02410,2011,187,5474.92,0,0,0.964695319,,
h02208,2011,187,0,3750,0,,1,
h00276,2011,187,1078.226087,8025.89789,5215.546572,0.365889892,0.142483049,0.606067772
h04222,2011,187,487.0066667,0,2013.636364,0.338771386,,1
h02202,2011,187,800,0,0,1,,
h01997,2011,187,990,674.82,0,1,0.69849052,
h02201,2011,187,0,0,38.42213115,,,1
h02206,2011,187,0,0,380.0383806,,,0.908670288
h02207,2011,187,0,0,371.7554645,,,0.814657307
h02204,2011,187,0,291.3333333,532.6704506,,1,0.568995795
h01996,2011,187,990,3870.786667,0,1,0.512822676,
s01402,2011,187,843,0,141.870407,0.519959924,,0.605041856
h01771,2011,187,12427.35111,0,153.4536892,1,,1
h01679,2011,187,833.3333333,0,19713.609,1,,0.403424659
s02411,2011,187,1800,0,38.42213115,1,,1
h03170,2011,187,0,5625.37,0,,1,
s02159,2011,187,0,4999.8,19340.83787,,1,0.981474739
h01467,2011,187,15720.34675,764.7058824,2032.380212,0.355772579,1,0.62778124
h01466,2011,187,943.7121212,0,21613.80135,0.858155388,,0.91886221
h01465,2011,187,0,0,282.3529412,,,1
h01464,2011,187,8781.925325,687.84,2296.010584,1,1,0.565161506
h01463,2011,187,10121.92532,2689.527303,2768.023163,0.770280281,0.31528151,0.417994327
h01462,2011,187,375,467.7276746,4698.280482,1,1,0.438950709
h01461,2011,187,1547.27,0,353.8940774,1,,0.540030325
h01460,2011,187,9686.320417,0,142.9830962,0.642574495,,0.339618013
h00936,2011,187,0,0,650,,,1
h01469,2011,187,86182.31216,28407.71018,811.0506405,0.394560108,0.218709192,0.578205185
h01468,2011,187,413.1710773,2374.411328,597.7029342,0.621546812,1,0.713758072
s01868,2011,187,13128.70805,0,32.49812718,0.264895752,,1
s01869,2011,187,182.31,0,38.42213115,1,,1
h02669,2011,187,0,0,104.5609651,,,0.500041077
s01862,2011,187,862.64,0,117.5602201,1,,0.559976143
s01863,2011,187,4521.076923,5773.353795,7142.310708,1,0.180501978,0.256157504
s01860,2011,187,33.0514924,1891.025641,142.9830962,1,1,0.339618013
s01861,2011,187,857.1428571,0,0,1,,
h02660,2011,187,39256.62,733.56,1455.572616,0.302082578,1,0.299754627
s01867,2011,187,2426.13,0,0,0.778426541,,
s01864,2011,187,9564.008974,0,2903.732857,0.541902957,,1
h02663,2011,187,213.6,875,367.3645944,1,1,0.552270983
h02516,2011,187,0,18225.05477,1411.55902,,0.298795314,1
h02845,2011,187,0,3070.335142,66.25291995,,0.399667962,1
h02846,2011,187,0,0,7276.075624,,,0.218150904
h02847,2011,187,0,0,13344.77661,,,0.651118196
h02512,2011,187,12500,0,5177.035536,1,,0.985266867
h02841,2011,187,22000,12736,27.8307888,1,1,1
h02842,2011,187,40000,93913.6982,145140.976,1,0.335533188,0.404600622
h02511,2011,187,0,0,19265.47121,,,0.257131892
h01647,2011,187,5769.230769,0,78.125,1,,1
h01862,2011,187,22402.24,2959.87,0,0.291626198,1,
s02360,2011,187,7287.984848,1837.642857,3802.5,0.76502832,0.686845862,0.64831608
h01643,2011,187,7382,0,466.1916603,1,,0.4338873
h01642,2011,187,2146.789545,0,0,0.620954091,,
h01313,2011,187,0,0,849.3066376,,,0.392353568
h02301,2011,187,1103.470773,8400,7588.038176,0.508452306,1,0.309995463
h02686,2011,187,0,0,480,,,1
h02817,2011,187,0,0,15858.98755,,,0.499304936
h00960,2011,187,0,0,495.6885932,,,0.505343683
h02685,2011,187,62.98333333,0,0,0.863243348,,
h02682,2011,187,0,0,1678.149269,,,0.255863202
h02683,2011,187,4549.322344,0,0,0.462309724,,
s00402,2011,187,8747.7475,0,22840.57368,0.37937492,,0.124970239
h02688,2011,187,5466.666667,4458.333333,0,0.607376562,0.507380557,
s07764,2011,187,25,0,0,1,,
h03511,2011,187,3296.96,0,427.495,1,,1
h01793,2011,187,0,0,142.9830962,,,0.339618013
s00400,2011,187,0,353.3333333,0,,0.5,
h01795,2011,187,0,0,2786.654318,,,0.980225148
s00338,2011,187,33.0514924,0,0,1,,
h01799,2011,187,48493.79964,500,860.6443534,0.315462922,1,0.554683608
h01798,2011,187,7546.367521,0,15734.11402,1,,0.351081586
h04251,2011,187,3593.799595,2259.339103,282.3529412,0.678581868,0.323350519,1
h02812,2011,187,0,0,415.1986751,,,0.591465684
h01261,2011,187,10631.60796,189.3111111,0,0.443413578,1,
h01260,2011,187,0,0,415.1986751,,,0.591465684
h01263,2011,187,0,0,415.1986751,,,0.591465684
h01262,2011,187,11965.6697,0,740.3846154,0.8441028,,1
h01265,2011,187,0,0,1309.03698,,,0.393142431
h01264,2011,187,7173.427561,0,142.9830962,0.502616,,0.339618013
h01267,2011,187,0,0,310.6377101,,,1
h01266,2011,187,9105.620417,0,104.5609651,0.552555254,,0.500041077
h01269,2011,187,4507.15,0,104.5609651,1,,0.500041077
h01268,2011,187,622.4,0,104.5609651,0.878606571,,0.500041077
h02810,2011,187,1818.116684,0,692.4981272,0.437665639,,0.460128133
h02442,2011,187,3048.808646,0,166.7168416,0.427125736,,0.500991702
h00680,2011,187,19494.5,6725,941.1999089,1,1,0.921687957
h00681,2011,187,25381.67662,35.35,8613.882703,0.617308309,1,0.234040321
h00682,2011,187,5307,0,0,1,,
h00683,2011,187,5308,0,0,0.999623281,,
s01138,2011,187,28463.39031,3765.67,2988.715339,0.208969538,1,0.944748133
h00686,2011,187,3437.443643,0,0,0.504651858,,
h00139,2011,187,0,0,1357.761637,,,0.986940611
s01134,2011,187,7422.118889,0,51.80661927,0.377163272,,1
h00689,2011,187,3961.922393,0,0,0.397408533,,
s01136,2011,187,791.5512821,0,596.4570671,1,,0.705923142
h00135,2011,187,600,0,3962.355316,1,,0.82569451
h00132,2011,187,0,290.71,60532.28829,,0.669555809,0.098401534
s01131,2011,187,5170.774269,4800,5685.666035,0.639482733,1,0.262001091
h00130,2011,187,52103.46986,12.31111111,41544.19392,0.212152974,1,0.151288578
h00131,2011,187,0,0,593.162221,,,0.456640163
s00331,2011,187,64.01866631,0,27.8307888,1,,1
s00528,2011,187,180.1517258,0,4082.222887,1,,0.658515684
s00529,2011,187,5568.257791,11973.50109,15755.88991,0.369415352,0.737834488,0.734244988
s00330,2011,187,448.0514924,0,0,0.863348844,,
s00524,2011,187,14165.69621,0,433.1245398,0.28682962,,0.500460325
s00525,2011,187,2734.498835,2374.411328,11524.72969,0.221471906,1,0.312305928
s00526,2011,187,1432.354153,2374.411328,0,0.469029391,1,
s00527,2011,187,5615.18646,8098.63248,4749.205027,0.568639383,0.187557176,0.600177668
s00520,2011,187,2120.192308,0,2212.965291,0.528344671,,0.185466166
s00521,2011,187,3465.188974,6406.784041,4527.000331,0.509735565,0.230438582,0.552987513
s00522,2011,187,10329.8164,0,5376.121614,0.112076784,,0.73540072
s00523,2011,187,4038.830232,1221.443489,7498.990295,0.334053545,0.50901257,0.253993615
h03923,2011,187,13816.66667,0,0,1,,
s02363,2011,187,27146.07506,6584.56968,14926.06096,0.111051962,0.306608116,0.318983733
h00676,2011,187,524.47875,0,0,1,,
h03925,2011,187,3673,0,0,1,,
h01490,2011,187,0,6902.1246,5938.917285,,0.693675028,0.414093095
h00223,2011,187,45096.24591,3700,23731.77879,0.365166622,1,0.152044363
h02597,2011,187,12000,29524.35743,1493.039014,1,0.297826699,0.523892104
s00593,2011,187,10000,7875,578.0609651,1,1,0.687314434
h00226,2011,187,0,3852.16,8615.010262,,1,0.482691173
h00227,2011,187,1500.880926,0,4381.821256,1,,0.326127842
h00224,2011,187,5764.801522,0,423.0033922,0.354526126,,0.463037204
h00225,2011,187,5085.268,0,7597.477592,0.513750186,,0.291557064
h01085,2011,187,0,7.98,0,,1,
h04252,2011,187,4423.62625,0,0,0.930136596,,
h00228,2011,187,0,45126.12846,10519.65921,,0.43059796,0.250324478
h00229,2011,187,411.7647059,375,17765.1757,1,1,0.313265103
h01081,2011,187,40.74375,0,1983.8125,1,,0.36379657
h01080,2011,187,153.6007895,0,2393.976645,0.783746702,,0.632564892
h01083,2011,187,0,0,857.1428571,,,1
h01082,2011,187,400,4000,1102.727273,1,1,1
h00933,2011,187,0,0,1670.464468,,,1
h00358,2011,187,0,0,554.5744956,,,0.676238605
h00359,2011,187,0,0,511.5849162,,,0.65388971
h00921,2011,187,0,0,38.42213115,,,1
h00352,2011,187,0,601.7777778,6241.623333,,1,1
h00353,2011,187,1187.5,0,5357.62686,1,,0.238105856
h04303,2011,187,10000,7291.88,8245.655779,1,1,0.566515765
h00351,2011,187,3277.2,0,0,1,,
h00356,2011,187,5939.75,0,27.13238289,1,,1
h00357,2011,187,7250,0,0,1,,
h04307,2011,187,49587.88976,0,10199.07286,0.432473123,,0.639634442
h00355,2011,187,5806.368889,0,2777.860037,0.561030903,,0.346246287
s01008,2011,187,2625,2625,4186.625951,1,1,0.274111125
s01009,2011,187,3042.448421,1664.116667,394.5375181,1,1,0.575314355
s01901,2011,187,0,0,800,,,1
h03703,2011,187,3050,0,0,1,,
h02958,2011,187,2515.601481,0,0,1,,
s02268,2011,187,0,20000,38.42213115,,1,1
s01000,2011,187,0,112.5724769,8437.619176,,0.569177181,0.225431363
s01001,2011,187,0,0,3246.858401,,,0.937148195
s01002,2011,187,0,0,104.5609651,,,0.500041077
s01003,2011,187,0,0,104.5609651,,,0.500041077
s01004,2011,187,2850,0,5154.592096,1,,0.363173141
h04097,2011,187,13944.5,0,0,0.54000811,,
h00930,2011,187,0,0,2574.389033,,,0.746755486
h01885,2011,187,444.4444444,0,12667.3533,1,,0.315786253
s00239,2011,187,0,5137.726444,153.4536892,,0.508084411,1
h01887,2011,187,0,0,6164.808362,,,0.426549737
s00641,2011,187,45.33,0,0,1,,
h01881,2011,187,0,0,6423.248346,,,0.370688342
h01880,2011,187,444.4444444,0,3535.287454,1,,0.388839195
h00532,2011,187,100036.5406,8561.640869,11015.11582,0.324628041,0.125076204,0.208360233
h01882,2011,187,3966.666667,6958.333333,1470.588235,0.53393122,0.337373158,1
s00231,2011,187,17123.83426,0,3131.800786,0.277543293,,0.53036578
s00232,2011,187,7677.498035,318.5044444,7486.338828,0.309772514,1,0.442256555
h01889,2011,187,0,5682.147778,0,,1,
h01888,2011,187,444.4444444,4388.888889,13306.21116,1,0.838487422,0.287386785
s00236,2011,187,18.945,0,2367.982798,1,,1
s00237,2011,187,0,1116.053333,179.7763933,,1,1
h04371,2011,187,8481.166667,2023.809524,1669.166667,0.607325207,1,0.403829852
h01607,2011,187,0,0,7.854528486,,,1
h04760,2011,187,0,0,27.8307888,,,1
h04943,2011,187,0,830,0,,1,
h03238,2011,187,0,5156.650641,0,,0.535529317,
s02148,2011,187,519.3866667,20925.79341,4809.370217,0.512044871,0.70855267,0.429476987
h04237,2011,187,0,187.9543836,438.4221311,,1,0.840085995
h01110,2011,187,391.4233333,0,0,1,,
h04546,2011,187,0,3333.333333,147.3676427,,1,0.784363184
h04544,2011,187,0,10000,0,,1,
h03231,2011,187,0,1172.083333,2853.717961,,1,0.747632777
h03232,2011,187,919.35,2446.45,610,1,1,1
s02419,2011,187,0,0,27.8307888,,,1
h03235,2011,187,0,0,79.13808892,,,1
h03236,2011,187,0,0,27.8307888,,,1
h03237,2011,187,0,0,1321.032186,,,0.541147917
s01314,2011,187,7186.95619,0,79.13808892,0.408360094,,1
s01315,2011,187,8570.265,0,79.13808892,1,,1
s01316,2011,187,7916.666667,0,0,0.534626039,,
s01317,2011,187,875.71,0,103.4482759,1,,1
s01310,2011,187,1258.234545,0,803.5130889,0.508842414,,0.822420391
s01312,2011,187,545.4545455,0,0,1,,
h00771,2011,187,0,0,104.5609651,,,0.500041077
s00897,2011,187,0,0,64.51443294,,,1
s02447,2011,187,9020.4975,0,27.8307888,1,,1
h00186,2011,187,0,0,579.2371398,,,0.749621304
h01609,2011,187,943,0,27.8307888,1,,1
h02162,2011,187,0,0,3620.563911,,,0.688213247
s00304,2011,187,11787.68,609.63,4472.534447,0.467066667,0.717966973,0.544883655
s00305,2011,187,4510.61,539.75,5046.437578,0.338797537,0.882988817,0.440108168
s00306,2011,187,9666,4002,0,0.649202032,1,
h01539,2011,187,180.1517258,0,4039.462339,1,,0.67429295
s00852,2011,187,0,38.05418421,506.7371668,,1,0.591590807
s00301,2011,187,2530.096667,0,0,0.29956809,,
s00302,2011,187,7408.74,0,0,0.543100832,,
s00303,2011,187,1714.285714,0,4445.071429,1,,1
h01641,2011,187,294.2466667,0,79.13808892,1,,1
s00308,2011,187,1674.27,0,400.2317617,1,,0.826432476
h03528,2011,187,27178.42089,0,0,0.304754214,,
h00726,2011,187,7996,0,650,0.500000125,,0.555555556
h03838,2011,187,7065.76,0,0,0.988529226,,
h03837,2011,187,4992.333333,0,0,0.459115205,,
h04359,2011,187,4200,0,0,1,,
h03527,2011,187,40832.79667,0,0,0.497857715,,
h03521,2011,187,0,0,27.8307888,,,1
h03522,2011,187,0,0,338.4684989,,,0.849070832
h03523,2011,187,17875,2579.505516,6896.6,1,0.363069137,0.95329513
h03656,2011,187,0,0,1410.984848,,,0.542420612
h03657,2011,187,3844.260578,3897.281538,0,0.610240741,0.62169643,
s00853,2011,187,0,0,132.906345,,,1
s02143,2011,187,61864.29,2482.536111,16941.56619,0.471227036,1,0.174519259
h03300,2011,187,104.7295188,3910.837607,0,1,0.425346627,
h03301,2011,187,45000,0,8953.470971,0.555555556,,0.294791867
h03303,2011,187,25.23887464,0,2482.144508,1,,0.416554866
h01640,2011,187,278,0,0,1,,
h00250,2011,187,0,164000,318.4424271,,0.500297442,0.763125327
h03308,2011,187,0,0,495.6885932,,,0.505343683
h04196,2011,187,1864.29,0,26353.53156,1,,0.312726961
h02041,2011,187,3738.555556,6036.36132,1477.859583,1,0.153358976,0.721641314
h04197,2011,187,0,0,2500,,,1
s02072,2011,187,14159.70718,2705,11213.24518,0.727758928,0.520296842,0.317657168
s02146,2011,187,0,0,4843.564682,,,0.407412192
h03815,2011,187,282.1368421,3336.476822,1695.316512,0.819868685,0.470619992,1
h00184,2011,187,0,7.98,13575.68892,,1,0.417035689
h04190,2011,187,1250,0,0,1,,
h00785,2011,187,0,0,142.5118265,,,0.606162224
h00536,2011,187,0,141.3235265,495.6885932,,1,0.505343683
h04191,2011,187,28.23684211,0,1798.764788,1,,0.891593508
h00910,2011,187,25422.01778,0,2032.274099,0.558011901,,0.707326908
h02811,2011,187,0,1000,720,,1,1
s01264,2011,187,279,0,0,1,,
h00916,2011,187,0,0,27.8307888,,,1
h00917,2011,187,15338.47242,2412.440191,1134.110724,0.861156248,0.514614328,0.377577467
h00918,2011,187,14725.3613,500,1609.370724,0.932072255,1,0.274708315
h00919,2011,187,0,0,1145.688593,,,0.416475386
h00009,2011,187,0,0,209.8765432,,,1
h04254,2011,187,9065.601481,0,910.1100103,0.599022605,,0.682973061
h03788,2011,187,9267.684693,0,14206.25903,0.434459602,,0.31921265
h03789,2011,187,11711.07764,786.4225,3711.898276,0.292675123,1,0.653050288
s00012,2011,187,208.6956522,13223.71,60,1,0.926216209,1
s00013,2011,187,3414.528148,1451.02,0,0.585525218,0.963809106,
s00014,2011,187,311.7850439,0,1273.821545,0.889968448,,0.299844892
s00015,2011,187,293.5675,0,102.2103848,1,,0.388931732
s00016,2011,187,201.8181818,1763.698654,2170.609178,1,0.912359473,0.438272402
h00007,2011,187,0,101,104.5609651,,1,0.500041077
h03780,2011,187,5725.421417,0,125,0.632028117,,1
h03781,2011,187,14559.74154,621.54,11818.48649,0.694761564,1,0.423379786
h00537,2011,187,0,141.3235265,758.5605055,,1,0.438931401
s01046,2011,187,0,0,651.7861836,,,0.506073075
h03786,2011,187,12419.44764,786.4225,103.4482759,0.546036363,1,1
h03787,2011,187,1750,0,4806.699396,1,,0.308833617
s02250,2011,187,2786.786667,0,27.8307888,1,,1
s01047,2011,187,0,0,104.5609651,,,0.500041077
h00924,2011,187,0,0,4227.830789,,,0.986921149
h04198,2011,187,97523.17655,36809.71092,111053.6777,0.161623447,0.212412812,0.109787333
s01257,2011,187,0,0,8525.314317,,,0.372581862
h01598,2011,187,3758.358,0,0,0.820345407,,
h00003,2011,187,237282.3291,5596.453768,15098.3075,0.91547478,0.434479733,0.294262735
s02063,2011,187,17753.44828,0,500,0.595366173,,1
h03011,2011,187,775.49,811.8005329,13715.69115,0.455709651,1,0.220070682
s02061,2011,187,0,6043.686667,1977.687598,,0.438450967,0.235543696
s01559,2011,187,57188.71212,0,124.3434436,0.88517131,,0.483726807
s02067,2011,187,7931.013899,0,1533.927249,0.517190314,,0.752232614
h03015,2011,187,0,1436.800533,4188.925035,,0.50845149,0.732012765
s02065,2011,187,103051.8641,0,6533.717059,0.87578917,,0.837284584
h03017,2011,187,0,0,2991.029808,,,0.480585527
h03018,2011,187,0,0,183.699054,,,0.347597122
h03019,2011,187,0,0,104.5609651,,,0.500041077
h03027,2011,187,0,0,231.3525904,,,0.555988024
s01043,2011,187,0,0,552.2283569,,,0.675090615
h02314,2011,187,0,0,2874.67,,,1
s02664,2011,187,0,0,27.8307888,,,1
s00726,2011,187,0,0,1900.59862,,,0.500371153
s01253,2011,187,3500,5793.791009,2318.772669,1,1,0.627707548
s02663,2011,187,0,0,27.8307888,,,1
s02662,2011,187,0,0,27.8307888,,,1
h01597,2011,187,0,0,144.1604506,,,0.505508668
h00181,2011,187,1287.5,0,9152.124927,1,,0.380611014
h02150,2011,187,7340.333333,0,0,1,,
h02259,2011,187,1391.666667,0,2294.486225,1,,0.358745292
s02355,2011,187,0,0,27.8307888,,,1
h01596,2011,187,7441.915778,0,0,0.520676491,,
h00847,2011,187,0,0,273.466371,,,1
s01651,2011,187,1838.62382,19193.10178,1875.402039,0.405092679,0.505989532,0.857387582
s01650,2011,187,65828.615,42287.66683,18871.77672,0.115863811,0.276642611,0.221207567
s01653,2011,187,463,0,289.976553,0.50025715,,1
s01652,2011,187,0,0,13862.26859,,,0.27697429
s01655,2011,187,0,13636.36364,4267.956825,,1,0.210161552
s01654,2011,187,0,20986.30175,2692.444787,,0.454538698,0.304552703
s01657,2011,187,3354.591429,6254.603328,7009.471919,1,0.505808915,0.396240168
s01656,2011,187,11400,3242.158884,7240.52898,1,1,0.484241591
s01659,2011,187,53012.72248,1300,4916.465392,0.32730412,1,0.365990422
s01658,2011,187,25816.60248,0,4005.145993,0.333933692,,0.206106787
h00845,2011,187,0,0,335.9135555,,,0.312179297
h02595,2011,187,0,0,1233.75,,,1
s01493,2011,187,0,2420.28,76.95731248,,1,1
s01492,2011,187,309.454,0,104.5609651,1,,0.500041077
h04379,2011,187,0,425,6038.422131,,1,0.98735509
s01490,2011,187,7546.367521,0,1082.071183,1,,0.45641247
s01496,2011,187,0,0,10338.69881,,,0.421424616
s01494,2011,187,0,0,570.460291,,,0.452355676
h01349,2011,187,1062.56,990,0,1,1,
s01499,2011,187,0,22500,0,,1,
s01498,2011,187,843.522,18880.14236,1148.816974,1,0.287035582,0.515374345
h02347,2011,187,8750,0,0,0.510204082,,
h03020,2011,187,450,393.3333333,352.9411765,1,0.413817868,1
h00486,2011,187,2332.12,0,0,1,,
h01005,2011,187,27450.66667,4458.333333,0,0.621861003,0.507380557,
h02346,2011,187,0,0,5406.740762,,,0.560839329
h02345,2011,187,3077.768668,0,1311.705027,1,,1
s00393,2011,187,0,2625,0,,1,
h02344,2011,187,9288.797203,1457.529886,16648.91311,1,0.666355411,0.24161322
h02479,2011,187,654.0246667,0,0,0.510778228,,
h04055,2011,187,0,2855.649038,73.29563214,,0.512729791,0.553646514
h02475,2011,187,6758.358,0,79.13808892,0.450736866,,1
h02343,2011,187,1247.945253,0,3356.259063,0.565084641,,0.777456742
h02476,2011,187,279,0,0,1,,
h02471,2011,187,574.34,0,0,1,,
h02470,2011,187,0,0,231.3525904,,,0.555988024
h02473,2011,187,100,0,102.2024087,1,,0.656013489
h02342,2011,187,5253.768668,0,6094.189176,0.430145617,,0.147978756
h01820,2011,187,0,0,495.6885932,,,0.505343683
s02270,2011,187,392775.6855,26037.84953,775757.5162,0.046999568,0.455218686,0.097873633
s02276,2011,187,1022.727273,0,0,1,,
h02341,2011,187,5293.678974,0,2903.732857,0.503809009,,1
s02275,2011,187,198954.364,146220.8404,322593.3371,0.041688124,0.402325379,0.054795734
s00837,2011,187,0,11108.59348,0,,0.127211133,
s00834,2011,187,14454.90625,0,312.6827384,0.110799171,,0.51123448
h02340,2011,187,11098.17709,1579.414322,1741.778606,0.599170983,0.356217144,0.266708095
s00832,2011,187,990,0,0,1,,
s00833,2011,187,7323.076923,6666.666667,597.7511559,0.50255102,1,1
s00830,2011,187,92540.51587,0,1676.911274,0.692244708,,0.36402032
s00831,2011,187,0,0,104.5609651,,,0.500041077
h02071,2011,187,5513.857519,0,765.905166,0.147609552,,0.537844193
h02070,2011,187,7721.813752,0,131.693348,0.127004726,,0.357669589
h02073,2011,187,28306.94933,0,13357.14286,1,,0.87989362
h02072,2011,187,16952.906,0,2133.38927,1,,0.247341093
h02075,2011,187,0,0,652.9850746,,,0.990898939
h02074,2011,187,1662.546667,7992.359925,47887.87393,0.828084365,0.325870257,0.786387292
h02077,2011,187,8924.969722,1651.969427,26652.18116,0.374521316,0.643418771,0.110479691
h02076,2011,187,5349.872353,0,593.162221,0.15366838,,0.456640163
h02079,2011,187,32027.41394,2543.650947,6190.909684,0.290953427,0.221212135,0.532544913
h02078,2011,187,5259.325261,1219.976822,2298.917574,0.146678157,0.510235739,0.43289498
h04234,2011,187,913.7931034,8962.950384,0,1,0.527617853,
h03639,2011,187,0,0,27.8307888,,,1
s02805,2011,187,0,2575,0,,1,
h01855,2011,187,500,0,0,1,,
s01789,2011,187,0,0,64.51443294,,,1
s01958,2011,187,30645.89871,892.2222222,2250.791917,0.495579377,1,0.50071474
s01784,2011,187,0,0,2465.2,,,1
h00488,2011,187,23.07526882,1533.319953,13443.76445,1,1,0.498145716
s01781,2011,187,0,0,27.8307888,,,1
s01780,2011,187,346.5909091,0,4329.807368,1,,1
h01592,2011,187,0,0,27.8307888,,,1
h00489,2011,187,0,0,8365.688837,,,0.368501828
h01568,2011,187,1339.65,0,650,0.614241037,,0.555555556
h02214,2011,187,0,0,1883.877455,,,0.970890208
s00789,2011,187,676.3041304,0,1520.012083,0.514786868,,0.95815387
s02310,2011,187,0,7500,7571.428571,,1,0.981310075
s00720,2011,187,0,0,380.0383806,,,0.908670288
s00780,2011,187,0,0,179.7763933,,,1
s00782,2011,187,990,0,0,1,,
s00783,2011,187,0,0,960,,,1
s00784,2011,187,9580.11,0,0,0.864522164,,
h00392,2011,187,0,0,393.8876044,,,0.523348945
s00786,2011,187,12725.64258,2408.67,5725.640266,0.667873443,1,0.404713554
s00787,2011,187,0,0,1560,,,0.526627219
h01412,2011,187,78993.72693,6998.350784,6560.478601,0.359421381,0.825333899,0.192675558
h01413,2011,187,4897.95977,0,7077.152604,0.532767538,,0.255351448
h01410,2011,187,0,1271.598571,2341.73146,,1,0.217431463
h01411,2011,187,39214.13842,8754.322518,9942.230242,0.26264534,0.417594473,0.609446979
h01416,2011,187,36146.83675,1836.621279,533.5721834,0.689565329,0.307504418,1
h01417,2011,187,5525.97,3014.207719,534.5525756,0.224747213,0.285136579,1
h01414,2011,187,7685.378788,8574.213333,9909.281538,0.344563147,0.654963146,0.625897402
h01415,2011,187,0,1172.083333,154.3848485,,1,1
s02306,2011,187,5342.965714,119.01,0,0.722942577,1,
h01418,2011,187,820.5,0,534.5525756,1,,1
h01419,2011,187,1050,9858.45,0,0.50255102,0.936742883,
h03944,2011,187,0,0,38.42213115,,,1
h04123,2011,187,47580.64,6416.666667,1869.936052,1,0.581042334,0.970676457
s02300,2011,187,2112.385455,0,2087.88,0.437564509,,1
s02301,2011,187,22500,0,0,1,,
h03911,2011,187,0,0,1047.63228,,,0.536985514
h02678,2011,187,0,0,857.1428571,,,1
s01871,2011,187,0,0,813.7673546,,,0.398059417
s01870,2011,187,14212.90008,0,11884.30588,0.276197116,,0.197772799
h02671,2011,187,0,0,27.8307888,,,1
s01872,2011,187,13361.25192,0,13284.79954,0.859027939,,0.818679986
h02677,2011,187,8480.323881,1754.726667,50.67,1,0.904668051,1
h02676,2011,187,2515.601481,0,0,1,,
h02675,2011,187,709.5,0,0,1,,
s01876,2011,187,0,0,5621.95122,,,0.50357847
h02505,2011,187,0,0,1839.802203,,,0.366790166
h02291,2011,187,1617.585253,16414.62946,5210.240495,0.490669913,0.325113657,0.13603605
h01638,2011,187,279,0,213.2994845,1,,0.506383049
h01639,2011,187,2767.014667,3057.44,2227.777778,0.765670877,1,0.510823938
h02501,2011,187,7984.386979,0,995.7378079,0.235834627,,0.340495911
h02500,2011,187,2850,0,3918.053029,1,,0.593281933
h02503,2011,187,4893.772894,0,2433.59196,0.53013733,,0.388369989
h02502,2011,187,6735.01349,0,16705.67939,0.283302579,,0.192194656
h01320,2011,187,0,0,137.0590922,,,0.347245538
h01633,2011,187,2515.601481,0,27.8307888,1,,1
h01322,2011,187,0,0,104.5609651,,,0.500041077
h01323,2011,187,18451.03992,0,76.95731248,0.648919309,,1
h01324,2011,187,0,3499.532044,450,,1,1
h02508,2011,187,3393.333333,1678.698462,9132.355688,1,1,0.340297394
h01326,2011,187,1214.609403,9917.563051,7500,1,0.107259918,1
h01327,2011,187,0,0,261.4990317,,,0.646398548
h02695,2011,187,570.8165232,0,0,1,,
h02694,2011,187,433.3333333,0,819.2443265,1,,0.700692702
h02697,2011,187,7200,7036.703602,4701.536032,0.50617284,0.393692659,0.278581798
s01847,2011,187,0,8087.000191,475.4981806,,0.578422417,0.889791966
h02691,2011,187,0,0,391.8449389,,,0.485064051
h02690,2011,187,0,100000,2056.191739,,0.52,0.963326209
h02693,2011,187,0,0,27.8307888,,,1
h02692,2011,187,0,0,9046.065589,,,0.229109701
s01840,2011,187,0,0,1167.085555,,,1
h02699,2011,187,0,0,5801.110941,,,0.473333662
h02698,2011,187,0,565.3976913,7729.025322,,1,0.304288336
h01404,2011,187,0,0,1048.997181,,,0.45245012
s00656,2011,187,0,0,18.22875,,,1
s02074,2011,187,34063.13204,892.2222222,5046.192692,0.235876942,1,0.320546266
s08333,2011,187,214.2857143,0,0,1,,
s00655,2011,187,921.1043759,159.9336842,0,0.720911274,1,
s00653,2011,187,0,0,744.7456725,,,0.500402351
s00651,2011,187,0,0,390.2752508,,,0.571839481
h01406,2011,187,6170.108977,4829.60209,8781.151174,0.28543293,0.113673135,0.159145502
s01433,2011,187,72.72727273,0,873.416198,1,,0.433305846
h00076,2011,187,618.8316667,0,1440.783738,0.583022262,,0.859833285
h02468,2011,187,0,0,79.13808892,,,1
s02315,2011,187,49660.10191,400.2941176,8567.866667,0.678116653,0.515418764,0.686629609
h04049,2011,187,2850,0,65000.04,1,,1
h02228,2011,187,470.4853646,0,734.455,0.869370507,,0.987942142
h01258,2011,187,0,0,415.1986751,,,0.591465684
h01259,2011,187,0,0,519.2883705,,,0.418294245
