bill,year,,support_spent,oppose_spent,neutral_spent,support_hhi,oppose_hhi,neutral_hhi
h01519,2011,187,13214.79328,5552.790698,23631.00814,0.234583743,0.362404132,0.159605089
h01518,2011,187,16560.73493,0,3727.52888,0.378306391,,0.391018063
s00289,2011,187,100,100,1931.053531,1,1,0.421243231
s00178,2011,187,19800,806.4215397,857.1428571,0.683654729,1,1
h02567,2011,187,0,0,1946.666228,,,0.896902049
h02742,2011,187,293.5675,0,0,1,,
s02383,2011,187,32500,2003.34,0,1,1,
h01999,2011,187,0,50.094,0,,1,
h01998,2011,187,0,0,8177.551887,,,0.534399242
s02380,2011,187,5167.09,16248.95833,4122.717761,0.937416708,0.224940113,0.453092823
h01779,2011,187,0,0,27.8307888,,,1
h01778,2011,187,0,8625.700144,936.9216979,,0.532152462,0.942355718
h01777,2011,187,0,0,1063.562748,,,0.817874296
h01776,2011,187,14086.58405,12072,24818.21149,0.656233539,1,0.218763702
h01775,2011,187,74433.10316,3813.826667,12654.11913,0.438754579,1,0.105766483
h01774,2011,187,23080.75972,0,5822.577019,0.468352198,,0.224234283
h01773,2011,187,0,135.2272727,24427.36161,,1,0.272823346
h01772,2011,187,0,0,24414.55403,,,0.15168092
h01995,2011,187,41100.97,0,10076.95731,0.476016136,,0.984842728
h01770,2011,187,1233.34,0,729.1666667,1,,1
h02956,2011,187,2092.741052,0,32.49812718,1,,1
h02957,2011,187,2092.741052,0,102.2024087,1,,0.656013489
h02954,2011,187,8480.323881,0,0,1,,
h02955,2011,187,524.47875,0,0,1,,
h02950,2011,187,0,0,6774.770589,,,0.976910317
h02951,2011,187,0,0,231.3525904,,,0.555988024
h01287,2011,187,990,0,84.70884431,1,,1
h01286,2011,187,1420.298571,0,0,0.533859451,,
h01285,2011,187,857.1428571,0,0,1,,
h01284,2011,187,4880.18,68.46111111,104.5609651,0.549259626,1,0.500041077
h01281,2011,187,0,0,104.5609651,,,0.500041077
h02959,2011,187,2092.741052,0,0,1,,
s01563,2011,187,0,22664.40571,218.1985245,,0.224563606,0.709838031
h04511,2011,187,0,0,697.9166667,,,0.513477389
h00778,2011,187,6014.667174,0,318.4424271,0.439323052,,0.763125327
h00779,2011,187,0,0,104.5609651,,,0.500041077
h01353,2011,187,3437.443643,2629.56,0,0.504651858,1,
h00870,2011,187,3200,1019.385507,783.1678037,1,0.848529453,0.454914255
h01355,2011,187,1553.819444,4120.365324,5778.534925,0.512689367,0.306324937,0.338696219
h01605,2011,187,1278.99,0,0,0.658889131,,
h01356,2011,187,0,0,5771.946405,,,0.547122312
h00770,2011,187,0,0,104.5609651,,,0.500041077
h01358,2011,187,13750,0,104.5609651,0.504132231,,0.500041077
h00772,2011,187,0,5156.650641,2412.307126,,0.535529317,0.715034572
h00773,2011,187,0,0,199.7262325,,,0.364080425
h00774,2011,187,0,0,542.8571429,,,1
h00775,2011,187,0,0,79.13808892,,,1
h00776,2011,187,0,0,400.2317617,,,0.826432476
h00777,2011,187,0,0,2296.013957,,,0.912030525
h00550,2011,187,0,0,2483.936646,,,0.37446862
h00529,2011,187,80.03,0,0,1,,
s01623,2011,187,0,0,102.2024087,,,0.656013489
s01565,2011,187,0,0,361.8096306,,,1
h00008,2011,187,153.9162963,0,8.924427966,1,,1
h00528,2011,187,0,0,1162.42419,,,0.383167318
h00006,2011,187,1298.591631,0,247.8340807,0.431080394,,0.688487579
h00559,2011,187,0,0,104.5609651,,,0.500041077
h00004,2011,187,258.1864,918.4415584,2086.606167,1,1,0.410204598
s01564,2011,187,0,0,104.5609651,,,0.500041077
h00002,2011,187,615489.0704,56017.09333,399934.8036,0.033156662,0.082299265,0.052543879
s01041,2011,187,1968.23618,0,600,0.302092507,,0.5
h00000,2011,187,0,0,150.3759399,,,1
h00001,2011,187,1207201.091,56087.80216,607196.6152,0.029537646,0.165961488,0.018515491
h04451,2011,187,209.71,0,472.1428571,1,,0.500138469
s00278,2011,187,2671.130952,0,494.2546584,1,,1
s00279,2011,187,1215.032468,0,3866.569272,0.675589442,,0.181571767
h04519,2011,187,56.64731707,0,232.1428571,1,,1
s00274,2011,187,4678.82547,0,596.4570671,1,,0.705923142
h00684,2011,187,8480.323881,0,0,1,,
s00276,2011,187,8730.952381,0,411.2982709,1,,0.672143556
s00277,2011,187,0,0,2363.765361,,,0.274740225
s00270,2011,187,16951.29095,0,9507.808568,0.227262256,,0.884649246
s00271,2011,187,100,8083.333333,911.2982709,1,1,0.437952495
s00272,2011,187,4678.82547,0,494.2546584,1,,1
s00273,2011,187,4678.82547,0,494.2546584,1,,1
h00482,2011,187,9977.087778,8394.715,2670.710466,0.869944941,0.532162234,0.361566243
h00483,2011,187,0,141.3235265,0,,1,
h00480,2011,187,1109.97125,1158.149777,0,1,0.78572981,
s01568,2011,187,0,2936.450564,1019.776393,,0.287794789,0.709576312
s01152,2011,187,1891.853899,0,2233.607769,1,,0.579611135
h00138,2011,187,0,0,47.83408072,,,1
s00478,2011,187,27946.66583,266.6666667,1246.506992,0.164464636,1,0.995221966
s00479,2011,187,103978.3147,3960,11466.8467,0.449196429,1,0.789414687
s00476,2011,187,51369.58392,9416.25539,9652.361971,0.290956116,0.121346502,0.42586671
s00477,2011,187,0,7070.634732,3895.903715,,0.139522408,0.528968185
s00474,2011,187,0,3385.312121,104.0896954,,0.175031553,1
s00475,2011,187,10514.59199,3703.820625,1761.64579,0.711879535,0.201609495,0.793819379
s00472,2011,187,0,12852.06859,3642.857143,,0.165879045,1
s00473,2011,187,1000,640.3581811,399.4736842,1,0.442755992,1
s00470,2011,187,0,6674.431893,3472.896918,,0.151734578,0.540291238
s00471,2011,187,0,810.1018676,1271.352707,,0.530604982,0.957177023
h00172,2011,187,19800,0,857.1428571,0.683654729,,1
h00688,2011,187,3812.46831,0,79.13808892,0.419928118,,1
h00170,2011,187,1714.285714,9150.409873,27.13238289,1,0.471062754,1
h00171,2011,187,18.945,0,4946.229814,1,,0.388938433
h04125,2011,187,103036.9033,0,1547.5,0.930696627,,0.661992971
h00177,2011,187,9625.882083,6867.562771,47.83408072,0.631891044,0.915414413,1
h00174,2011,187,2083.333333,0,0,1,,
h01039,2011,187,76035.029,783.4870616,36660.24892,0.183104729,0.506639401,0.158915258
h04129,2011,187,5779.378167,714.875,8098.991108,0.479177742,1,0.267827223
h04128,2011,187,58596.0381,82.86,48797.87583,0.415271462,1,0.38524655
h00178,2011,187,9915.472083,8515,700,0.596373162,0.334372109,1
h00179,2011,187,783.6111111,1941.0275,4125.899485,0.832079277,0.37812203,0.867257494
h04167,2011,187,4900.829583,0,0,0.869585414,,
s02401,2011,187,0,1440,1284.779683,,1,0.612212032
s03807,2011,187,3333.333333,0,0,1,,
s02403,2011,187,7505.452706,742.1875,3217.547504,0.321244796,1,0.702399938
s01137,2011,187,0,0,103.4482759,,,1
s02405,2011,187,0,0,27.8307888,,,1
s02404,2011,187,0,0,1322.069572,,,0.656475085
h03478,2011,187,1,0,0,1,,
h03479,2011,187,1,640,0,1,1,
h03476,2011,187,1,0,0,1,,
h03477,2011,187,1,0,0,1,,
h03474,2011,187,1,0,0,1,,
h03475,2011,187,1,0,0,1,,
h04274,2011,187,16666.67267,0,10266.78818,0.605799758,,0.622809461
h03470,2011,187,2631.681285,0,0,0.568280617,,
h03471,2011,187,0,0,393.8876044,,,0.523348945
h02745,2011,187,501,0,1185.432368,1,,0.429577132
s01132,2011,187,314.735,3339.513305,2479.365511,1,0.531597943,0.467882965
s01361,2011,187,278,0,0,1,,
s04100,2011,187,0,266.66,0,,1,
s01133,2011,187,6361.36,1219.976822,939.6126655,0.447644043,0.510235739,0.474425032
h04374,2011,187,0,0,153.4536892,,,1
s00176,2011,187,0,0,27.8307888,,,1
h03872,2011,187,0,0,377.5340286,,,0.64361867
h03873,2011,187,19000.016,1563.666667,4157.146667,0.534626202,1,0.519635273
s01198,2011,187,1005.49,0,474.13,0.76694559,,1
s01199,2011,187,3042.448421,0,0,1,,
h01971,2011,187,3437.443643,0,10000,0.504651858,,1
h01970,2011,187,0,0,4806.881059,,,0.860792668
h03874,2011,187,22500,0,0,1,,
s01192,2011,187,5740.710371,15518,3271.010669,0.675608213,1,0.483265051
s01193,2011,187,0,364.59,0,,1,
s01190,2011,187,29179.59889,0,104.5609651,0.716519097,,0.500041077
s01191,2011,187,990,0,0,1,,
h01979,2011,187,7556.541667,0,0,0.427590225,,
s01197,2011,187,387.515,0,0,1,,
s01194,2011,187,81304.831,0,12455.26865,0.512223141,,0.320691511
s01195,2011,187,253.9,990,0,1,1,
s00588,2011,187,4365.989011,0,496.7399268,0.50018756,,0.390700751
s02402,2011,187,3633.787333,0,18.11594203,0.548675923,,1
h01906,2011,187,40.74375,0,0,1,,
h04878,2011,187,0,0,27.8307888,,,1
s00582,2011,187,8946.084451,0,403.7609651,1,,0.582664012
s00583,2011,187,75,0,394.5375181,1,,0.575314355
s00580,2011,187,784.26,3419.816904,0,1,0.512264322,
s00581,2011,187,1570.485167,3419.816904,0,0.599985624,0.512264322,
s00586,2011,187,19664.46244,12.5,104.5609651,0.440294351,1,0.500041077
s00587,2011,187,1377.666667,0,2304.068989,0.442367789,,0.881045373
s00584,2011,187,0,0,104.5609651,,,0.500041077
h04472,2011,187,0,0,472.1428571,,,0.500138469
h03618,2011,187,0,0,6590.287973,,,0.848825801
h00971,2011,187,0,0,1017.830789,,,0.946808831
h01818,2011,187,0,0,104.5609651,,,0.500041077
h00976,2011,187,213.515,0,0,1,,
h02446,2011,187,0,0,79.13808892,,,1
s00440,2011,187,0,0,38.42213115,,,1
h03617,2011,187,4722.26475,0,0,0.848993423,,
h03614,2011,187,5033.5,719.4376644,4068.968439,0.681600842,0.294999842,0.188663586
h03615,2011,187,104.7295188,2374.411328,1666.666667,1,1,1
s01224,2011,187,0,990,2639.64,,1,1
h00955,2011,187,0,0,650,,,1
s01838,2011,187,0,31.5,38.42213115,,1,1
h00957,2011,187,0,0,38.42213115,,,1
s01220,2011,187,2817,0,0,1,,
s01221,2011,187,1330.20256,0,0,0.626763866,,
s01222,2011,187,0,0,361.8096306,,,1
h00953,2011,187,0,0,1548.721515,,,0.389580219
h00888,2011,187,0,0,382.936042,,,1
s04200,2011,187,5000,0,0,1,,
h03580,2011,187,4801.566667,21076.56,36007.77,1,1,0.741712694
h03581,2011,187,40233.84615,0,3381.751836,0.598599327,,0.184311466
s01228,2011,187,6281.25,0,0,0.540209401,,
s01229,2011,187,41.25,12618,1609.001783,1,1,0.445908515
h03584,2011,187,10483.12571,0,153.4536892,0.987810602,,1
s00054,2011,187,2679.924242,0,560.8657692,0.774794541,,1
s00055,2011,187,92.72,0,11.01,1,,1
s00057,2011,187,1173.880952,0,1897.010713,0.503808606,,0.200364181
s00050,2011,187,128,2492.332666,178.4731276,1,0.357445332,1
s00051,2011,187,4028.812857,1317.993077,188.6792453,0.452994583,0.890085076,1
s00052,2011,187,0,0,30.07518797,,,1
s00053,2011,187,0,669.8673172,0,,0.762333042,
s00058,2011,187,0,2175.676815,8624.362104,,0.385545871,0.798834491
s00377,2011,187,0,0,49.2334956,,,1
h01086,2011,187,0,0,1667.3125,,,0.478987983
s00296,2011,187,10540.75667,0,0,0.560568449,,
s00297,2011,187,328.8366667,0,810.6025,0.895072741,,0.646932784
s00294,2011,187,0,0,361.8096306,,,1
s00292,2011,187,9149.350649,0,102.2024087,1,,0.656013489
h01810,2011,187,0,0,361.8096306,,,1
s00290,2011,187,1169.2818,3984.928749,9218.033356,1,0.466193122,0.487426659
s01716,2011,187,16828.33333,0,1281.944049,1,,0.941853076
h03274,2011,187,0,353.3333333,0,,0.5,
h03276,2011,187,0,7971.192308,2479.225027,,0.786013342,0.780307709
h03277,2011,187,0,1427.443609,4565.940397,,1,0.312976794
h03270,2011,187,6249.055,9386.294386,10831.72982,0.321986759,0.458825961,0.233000552
h02095,2011,187,5698.071928,0,2102.994053,0.378054841,,0.350424103
s00298,2011,187,10880.75667,0,0,0.527059138,,
s00299,2011,187,0,0,27.8307888,,,1
h03726,2011,187,0,0,1428.568571,,,1
h03727,2011,187,0,0,1205.095609,,,0.427459414
h03056,2011,187,0,0,10512.26306,,,0.286870134
h03057,2011,187,0,23907.24608,7919.685234,,0.343801244,0.475103416
h03050,2011,187,0,27021.48514,17855.72652,,0.627460527,0.275408471
h03051,2011,187,4316.077333,1166.292063,55042.69929,0.320473617,1,0.171551268
h03052,2011,187,220.2733333,1335.477922,26000,1,1,0.50295858
h03053,2011,187,3548.844,1322.030303,37451.08136,0.443710711,1,0.270973491
h02721,2011,187,7441.915778,465,0,0.520676491,1,
h00900,2011,187,0,0,1794.495062,,,0.664285
h03058,2011,187,3328.570667,0,4859.01049,0.500001024,,0.245431123
h03059,2011,187,0,24240.57941,7919.685234,,0.348891736,0.475103416
h03729,2011,187,3042.448421,0,0,1,,
h03296,2011,187,1041.946714,4304.785438,11416.74446,0.713989901,0.354889057,0.1677741
h03297,2011,187,0,964.2857143,0,,0.543895748,
h03294,2011,187,437.4338722,0,0,1,,
h03295,2011,187,8212,3120,363.6363636,0.929605351,0.564431295,1
h02723,2011,187,3045.454545,0,1667.3125,1,,0.478987983
h04734,2011,187,0,0,27.8307888,,,1
s02329,2011,187,4934.576488,0,1943.333333,0.773582444,,0.531142888
h02722,2011,187,300,0,3131.800786,1,,0.53036578
s00070,2011,187,1830.363333,409.5961429,822.0849802,0.604381383,1,0.511027093
h03298,2011,187,278,0,0,1,,
s01530,2011,187,3354.591429,15518,12572.22062,1,1,0.28146875
s01531,2011,187,71490.02355,0,1138.720904,0.576113888,,0.265710412
s01532,2011,187,0,0,7115.33909,,,0.410222397
h00823,2011,187,15750,12613.0099,1243.785128,1,0.368658781,0.375768891
h00824,2011,187,23274.60314,0,1860.930659,0.427146102,,0.305988347
s01535,2011,187,9831.883063,0,4379.65889,0.344960454,,0.715815731
s01536,2011,187,1261.505161,0,810.4436903,0.664864657,,0.357146985
s01537,2011,187,0,0,142.9830962,,,0.339618013
h00828,2011,187,0,3385.12,959.406831,,1,0.355650071
h00829,2011,187,0,1271.598571,38.42213115,,1,1
s02312,2011,187,0,7136.71875,0,,1,
s00120,2011,187,0,0,5787.778375,,,0.889888563
s00121,2011,187,0,0,597.7511559,,,1
s00122,2011,187,0,0,604.5751634,,,0.535076698
s00123,2011,187,143563.515,14027.59443,2914.211784,0.442681121,0.801707247,0.355036322
s00124,2011,187,27787.61905,0,44071.07878,0.302766447,,0.161110626
s00125,2011,187,16246.5,828,597.7511559,0.3404594,0.521575766,1
s00126,2011,187,3799.035873,1734.722222,7806.25375,0.793395241,1,0.276168174
s00127,2011,187,6.080833333,4996.268757,16170.9577,1,0.10732853,0.111489702
s00128,2011,187,2634.284396,0,2178.502673,0.494692267,,0.477542735
s00129,2011,187,15126.40696,65047.71316,20015.94397,0.890404155,0.44150923,0.165200663
s02298,2011,187,6827.071429,2714.756632,40070.65902,0.943126134,0.591319392,0.76801609
h02725,2011,187,1115,8773.697873,0,0.513764604,0.495128136,
h03587,2011,187,0,7.893684211,0,,1,
s01457,2011,187,0,0,633.9281773,,,0.514335419
h03121,2011,187,8175.214574,0,0,0.4039053,,
h03122,2011,187,0,0,51.80661927,,,1
h03123,2011,187,0,1977.443609,5049.497476,,1,0.203535553
h03124,2011,187,23.07526882,15967.13823,3552.408145,1,0.162539594,0.320547684
h03125,2011,187,9619.444444,99376.03459,8932.260989,0.483509795,0.295017264,0.271493709
h03126,2011,187,0,0,4089.683535,,,0.290087484
s01450,2011,187,10351.38124,990.5388889,4062.985455,0.332385462,1,0.614936872
h03128,2011,187,2925.71,6784.451719,12011.31905,1,0.137529173,0.545969094
h03129,2011,187,38544.22579,0,2.985074627,0.572053503,,1
s01624,2011,187,0,0,642.1973684,,,1
s01214,2011,187,990,0,0,1,,
h03174,2011,187,2769.808646,0,0,0.507361046,,
h02724,2011,187,0,0,231.3320083,,,0.788334015
h02410,2011,187,7.812617754,0,0,1,,
h01727,2011,187,0,0,104.5609651,,,0.500041077
h01861,2011,187,2515.601481,0,0,1,,
h01089,2011,187,0,0,4234.615061,,,0.47604154
h02980,2011,187,2515.601481,0,0,1,,
h01088,2011,187,425.81,0,857.1428571,1,,1
s00872,2011,187,0,0,2197.045478,,,0.201702973
s00871,2011,187,0,0,494.2546584,,,1
s00876,2011,187,154.4243759,0,1066.953127,1,,0.548121941
h02522,2011,187,0,0,9435.842131,,,0.497632455
s00875,2011,187,0,0,46.76,,,1
s01826,2011,187,0,987.942499,2816.280492,,1,0.317646201
h02417,2011,187,2769.808646,0,231.3525904,0.507361046,,0.555988024
h00635,2011,187,12289.195,0,0,1,,
s01983,2011,187,736.316,0,0,1,,
s01985,2011,187,54442.26051,0,1246.703297,0.460546599,,0.629528699
s01987,2011,187,2888.51,0,0,0.767177764,,
h00142,2011,187,48.50875,0,0,0.731099081,,
s01989,2011,187,0,0,27.8307888,,,1
s01988,2011,187,30000,0,0,1,,
h01087,2011,187,6793.043478,0,3995.333929,1,,0.422938486
h04214,2011,187,1095.377778,0,0,1,,
h00636,2011,187,422.6666667,353.3333333,3411.684167,1,0.5,0.59858562
h00147,2011,187,643.945,0,1966.521962,0.942890669,,0.856112229
s01451,2011,187,0,0,75.78441634,,,1
h00146,2011,187,7441.915778,124.6804167,258.4849733,0.520676491,1,0.456411249
h00633,2011,187,104.7295188,6611.910478,3178.371694,1,0.599638651,0.515243566
s00819,2011,187,23.07526882,2827.993276,179.7763933,1,0.383515124,1
h04489,2011,187,5000,0,5250,1,,1
s91505,2011,187,0,0,120.97,,,1
h03096,2011,187,765,0,518.4221311,1,,0.862758449
h02728,2011,187,0,0,494.2546584,,,1
h02099,2011,187,7869.797321,0,291.4244845,0.158727326,,0.51718327
h02098,2011,187,2966.61335,2461.61318,4066.404349,0.172558911,0.931055477,0.209490221
h02097,2011,187,5871.761421,0,0,0.413016887,,
h02096,2011,187,3089.081,4622.560936,0,0.687346047,0.409405626,
h02727,2011,187,666.6666667,0,579.2371398,1,,0.749621304
h02094,2011,187,10685.72247,0,3894.174894,0.513209674,,0.845869397
h02093,2011,187,11580.63783,2374.411328,8086.88451,0.534318539,1,0.243877471
h02092,2011,187,4456.037905,2955.512364,6381.831596,0.194869147,0.32766147,0.17146778
h02091,2011,187,104.7295188,8765.332154,1270.406463,1,0.172829424,0.283381501
h02090,2011,187,3995.24,1658.439261,4893.317888,1,0.798038686,0.17459035
s02342,2011,187,913.7931034,0,2188.422131,1,,0.965502493
h02863,2011,187,2515.601481,0,0,1,,
h00621,2011,187,1078.347105,1875,5598.740988,0.507679525,1,0.36232078
s02346,2011,187,15845.56836,0,15132.82918,0.285410953,,0.225367926
s00908,2011,187,2250.5,0,0,0.721975432,,
s00909,2011,187,2270.5,0,0,0.709389811,,
s00907,2011,187,869.8453333,0,3113.299485,0.645880003,,0.870046163
s00904,2011,187,2332.12,0,361.8096306,1,,1
s00905,2011,187,0,0,467.7419355,,,1
s00902,2011,187,445.6104444,0,13068.99187,0.994780423,,0.300068396
h03070,2011,187,2000,0,0,1,,
s02184,2011,187,1654.424376,0,331.0049746,0.830744313,,0.749242306
s02187,2011,187,0,0,1265.988703,,,0.594278021
s02181,2011,187,0,160.21,300.9824814,,1,0.883870646
s02182,2011,187,20630.3003,0,1447.200969,0.548648792,,0.974585802
s02183,2011,187,0,0,52.47438749,,,0.501844553
s02189,2011,187,17906.08083,2333.333333,19337.99032,0.43979364,1,0.202310634
h02431,2011,187,11714.28571,0,0,1,,
h02430,2011,187,0,6725,633.9281773,,1,0.514335419
h02850,2011,187,10547.31936,0,13278.01225,0.252705573,,0.657658873
h02432,2011,187,278,0,0,1,,
h02435,2011,187,13570.32388,0,0,0.531208432,,
h02434,2011,187,8480.323881,0,0,1,,
h02437,2011,187,6383.333333,0,0,0.501803135,,
h02436,2011,187,9020.323881,0,0,0.887437966,,
h02439,2011,187,2769.808646,0,0,0.507361046,,
h02438,2011,187,3715.443643,773.635,0,0.437556627,1,
h03075,2011,187,0,0,350.8126667,,,1
s02075,2011,187,4833,0,3318.608696,0.571921932,,0.578938666
h02549,2011,187,1837.5,4533.646904,2119.972017,1,0.370587403,0.907430165
h02548,2011,187,0,0,633.9281773,,,0.514335419
h01168,2011,187,0,0,1142.856987,,,0.30056587
h01169,2011,187,1470.588235,144439.286,35031.26372,1,0.313001875,0.902500198
h02541,2011,187,9285.738875,5000,2048.91693,0.994578724,1,0.731749127
h02540,2011,187,0,1172.083333,3282.988322,,1,0.670609961
h02543,2011,187,33.0514924,0,0,1,,
h01165,2011,187,0,115,50629.77682,,1,0.441928112
h02545,2011,187,0,0,2863.658949,,,0.484940999
h01163,2011,187,137.0128889,6736.704273,2266.903052,1,0.435168781,0.320918526
h02547,2011,187,33.0514924,0,9382.572955,1,,0.359883521
h01161,2011,187,5500,0,396.8836568,1,,0.577205714
h02857,2011,187,0,2750,0,,1,
h00805,2011,187,0,75.35,231.3525904,,1,0.555988024
h00354,2011,187,0,0,18.31501832,,,1
h04306,2011,187,11351.71021,742.1875,3501.281111,0.218280588,1,0.608064182
h01562,2011,187,0,990,104.0896954,,1,1
h04099,2011,187,0,0,1638.268278,,,0.234588912
s00618,2011,187,0,0,394.5375181,,,0.575314355
s00619,2011,187,625,646.39,104.5609651,1,0.936007137,0.500041077
h01566,2011,187,990,0,0,1,,
h00800,2011,187,0,0,38.42213115,,,1
h01565,2011,187,0,345,1561.686282,,1,0.579981635
s00613,2011,187,0,0,104.5609651,,,0.500041077
s00610,2011,187,0,0,2122.330573,,,0.905106864
s00611,2011,187,0,0,552.2283569,,,0.675090615
s00616,2011,187,0,0,104.5609651,,,0.500041077
s00617,2011,187,0,0,2160.752704,,,0.873520339
s00614,2011,187,0,857.14,142.9830962,,1,0.339618013
s00615,2011,187,0,150,844.9455804,,1,0.775473748
s02290,2011,187,0,0,240,,,1
s02291,2011,187,0,0,27.8307888,,,1
h04186,2011,187,23259.98,0,1500,0.476428546,,1
s02262,2011,187,0,0,38.42213115,,,1
s02077,2011,187,0,19000,4750,,1,0.612188366
h06222,2011,187,0,1250,0,,1,
h04038,2011,187,0,0,229.4899081,,,0.665887132
h01708,2011,187,0,0,970.2145305,,,0.506998533
h01709,2011,187,0,0,3691.970541,,,0.159963376
h04242,2011,187,6955.36,2420,0,1,1,
h01700,2011,187,171.5,828,542.8571429,1,0.521575766,1
h01701,2011,187,0,0,104.5609651,,,0.500041077
h01706,2011,187,0,0,576.2871588,,,0.406673658
h01707,2011,187,0,0,78.125,,,1
h01704,2011,187,642.3522222,0,0,1,,
h01705,2011,187,0,0,633.9281773,,,0.514335419
h02945,2011,187,4132.483333,0,426.2476685,0.870753578,,0.445310091
h03248,2011,187,2123.396087,0,1943.333333,0.677905605,,0.531142888
h02947,2011,187,286.3333333,0,132.3917539,0.943486822,,0.356095984
h02946,2011,187,279,0,0,1,,
h02941,2011,187,8583.500156,0,0,0.440369514,,
h00808,2011,187,0,0,646.9468382,,,0.729986113
h02943,2011,187,7307.243333,0,0,0.559655377,,
h02942,2011,187,3437.443643,0,0,0.504651858,,
h03266,2011,187,24166.66667,11761.43857,15000,0.275338882,0.745331883,1
h00809,2011,187,0,0,542.8571429,,,1
h04093,2011,187,46387.87596,357.1425,13564.99276,0.200529594,1,0.169076372
h04377,2011,187,0,0,1320.884798,,,0.505599449
h00767,2011,187,2520,0,104.5609651,1,,0.500041077
h00766,2011,187,0,0,104.5609651,,,0.500041077
h00765,2011,187,79427.77,0,1188.210814,0.443606936,,0.207464828
h00764,2011,187,0,0,104.5609651,,,0.500041077
s00722,2011,187,0,0,3824.525293,,,0.692681066
h00762,2011,187,0,0,104.5609651,,,0.500041077
h00761,2011,187,0,0,104.5609651,,,0.500041077
h00760,2011,187,3744.444444,0,414.6446309,0.790787979,,0.469627852
h04095,2011,187,0,0,260.6443534,,,0.748636456
h04380,2011,187,6044.785,35036.15,480,0.67295775,0.997938546,1
h00769,2011,187,0,0,104.5609651,,,0.500041077
h00768,2011,187,0,0,104.5609651,,,0.500041077
h02897,2011,187,0,0,131.2790647,,,0.665891272
h02896,2011,187,10251.73845,1724.171667,1761.312816,0.255949462,0.506382988,0.279333885
h02895,2011,187,14145.475,0,2364.323971,0.582663185,,0.43647379
h02894,2011,187,0,0,1159.998627,,,0.749511496
h01368,2011,187,5908.325238,0,521.5679093,0.480182369,,0.315462402
h02891,2011,187,45104.72952,2374.411328,0,0.995366945,1,
h02890,2011,187,747.081741,10320.94635,2037.259002,0.758933929,0.293372027,0.454767125
h01364,2011,187,1344.22,0,0,1,,
h01365,2011,187,862.64,0,175.4812234,1,,0.259772151
h01366,2011,187,1732.73,0,104.5609651,1,,0.500041077
h01367,2011,187,1732.73,0,1206.177333,1,,0.532217642
h01360,2011,187,1214.609403,0,0,1,,
h01361,2011,187,1105.5,0,0,1,,
h02899,2011,187,0,1549.203947,2033.470587,,0.46201711,0.644034676
h02898,2011,187,0,1642.42516,2033.470587,,0.414622666,0.644034676
h01016,2011,187,19228.9078,25375.83443,66013.18904,0.509967924,0.356164555,0.35387
h01017,2011,187,13383.69231,50.094,6227.626472,0.809260256,1,0.436659755
h01014,2011,187,0,32684.94156,19217.30998,,0.504812626,0.36433705
h02542,2011,187,0,48553.46444,3065.391739,,0.226811706,0.285086826
h01012,2011,187,553.5357143,0,5706.660064,0.504676984,,0.488959675
h01013,2011,187,428.5357143,0,6446.040915,0.5867853,,0.395786605
h01010,2011,187,0,0,8368.933206,,,0.264269675
h01011,2011,187,14942.83625,828,0,0.912035914,0.521575766,
s01053,2011,187,18866.85894,0,4980.092051,0.304724558,,0.572596793
h01162,2011,187,0,0,104.5609651,,,0.500041077
h00545,2011,187,250,3125.989129,144.1604506,1,0.531276012,0.505508668
h00544,2011,187,0,8400,3496.395798,,1,0.25266511
h00011,2011,187,0,3251.664981,478.3205856,,0.779936095,0.362723993
h00542,2011,187,2173.431407,0,479.6027364,1,,0.222151333
s01055,2011,187,1413.667174,0,30212.83667,0.335530172,,0.843085799
h00012,2011,187,3547.120758,1876.072012,3997.334563,0.568543659,0.226238315,0.509768123
h01386,2011,187,2750,1891.025641,142.9830962,1,1,0.339618013
h01387,2011,187,1750,1682.692308,387.4717073,1,1,0.444387973
s00269,2011,187,3921.130952,0,2575.819851,1,,0.470683978
s00268,2011,187,9974.850649,32.65,954.9913253,0.848181554,1,0.398053694
h01383,2011,187,0,0,12000,,,1
s01105,2011,187,14300.475,0,2570.036432,0.577372651,,0.383113163
s00262,2011,187,0,1414.705882,2539.691385,,1,0.206213558
h02546,2011,187,0,0,917.85705,,,0.325755514
s00267,2011,187,100,0,1056.925069,1,,0.339395304
s00266,2011,187,0,8334.377778,632.906345,,0.9415715,0.668207308
s00265,2011,187,279.8,0,0,1,,
s00264,2011,187,9190.170881,0,66.35294118,0.90505681,,1
h00490,2011,187,0,0,538.0480551,,,0.316764113
h00493,2011,187,15189.62444,4256.498371,6918.499785,0.636880884,0.42226016,0.315740768
h00492,2011,187,585,0,0,1,,
s00469,2011,187,3971.396756,800,3992.139428,0.206016297,1,0.221299125
s00468,2011,187,0,2727.95842,0,,0.211317614,
h00497,2011,187,2535.06,0,0,1,,
h00496,2011,187,444.4444444,10815.28571,9892.545339,1,0.808392576,0.260430462
h00499,2011,187,0,0,2122.330573,,,0.905106864
s00464,2011,187,5434,30782.9641,11797.31392,0.434088034,0.304725812,0.463381161
s00467,2011,187,1010.752581,561.1133225,1207.456222,0.978949957,0.565350245,0.821469863
s00466,2011,187,3071.786275,4555.926612,2491.168942,0.171799167,0.352747473,0.433899209
s00461,2011,187,148968.275,58875.31745,1243.521918,0.897855167,0.224677556,1
s00460,2011,187,1500,7006.492838,1323.430069,1,0.140592137,0.886532228
